song,artist
Cold Heart (PNAU Remix),Elton John & Dua Lipa
Knife Talk,Drake Featuring 21 Savage & Project Pat
Girls Want Girls,Drake Featuring Lil Baby
Fair Trade,Drake Featuring Travis Scott
No Friends In The Industry,Drake
In The Bible,Drake Featuring Lil Durk & Giveon
Summer Of Love,Shawn Mendes & Tainy
Skate,Silk Sonic (Bruno Mars & Anderson .Paak)
Headshot,"Lil Tjay, Polo G & Fivio Foreign"
Still Goin Down,Morgan Wallen
Take You Dancing,Jason Derulo
Took Her To The O,King Von
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra
Santa Tell Me,Ariana Grande
Happy Holiday / The Holiday Season,Andy Williams
U 2 Luv,Ne-Yo & Jeremih
Ice Cream,BLACKPINK X Selena Gomez
21,Polo G
All In,Lil Baby
The Man,Taylor Swift
Know Your Worth,Khalid x Disclosure
Yellow Hearts,Ant Saunders
La Cancion,J Balvin & Bad Bunny
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby
Queen Of Mean,Sarah Jeffery
Boy With Luv,BTS Featuring Halsey
You Should See Me In A Crown,Billie Eilish
There Was This Girl,Riley Green
Imagine,Ariana Grande
Body,Loud Luxury Featuring Brando
Last Shot,Kip Moore
Dip,Tyga & Nicki Minaj
Never Recover,Lil Baby & Gunna Featuring Drake
Rich,Maren Morris
Mona Lisa,Lil Wayne Featuring Kendrick Lamar
Killshot,Eminem
Stargazing,Travis Scott
Lean Wit Me,Juice WRLD
1942,G-Eazy Featuring Yo Gotti & YBN Nahmir
Mob Ties,Drake
Kiss Somebody,Morgan Evans
Growing Pains,Alessia Cara
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta
Billy,6ix9ine
She's With Me,High Valley
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie"
Kooda,6ix9ine
One Foot,WALK THE MOON
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
Prblms,6LACK
Draco,Future
Way Down We Go,KALEO
OTW,DJ Luke Nasty
What They Want,Russ
You Look Like I Need A Drink,Justin Moore
Duele El Corazon,Enrique Iglesias Feat. Wisin or Tinashe & Javada
Messin' Around,Pitbull Featuring Enrique Iglesias
Faded,Alan Walker
If It Ain't Love,Jason Derulo
Team,Iggy Azalea
New Romantics,Taylor Swift
Diamonds Dancing,Drake & Future
Black Magic,Little Mix
Good Thing,Sage The Gemini Featuring Nick Jonas
Tear In My Heart,twenty one pilots
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
Pretty Girls,Britney Spears & Iggy Azalea
Immortals,Fall Out Boy
Only One,Kanye West Featuring Paul McCartney
Take It On Back,Chase Bryant
Handsome And Wealthy,Migos
Raging Fire,Phillip Phillips
Headlights,Eminem Featuring Nate Ruess
Collard Greens,ScHoolboy Q Featuring Kendrick Lamar
Alone Together,Fall Out Boy
All That Matters,Justin Bieber
What Now,Rihanna
Right There,Ariana Grande Featuring Big Sean
Bruises,Train Featuring Ashley Monroe
Easy,Sheryl Crow
Acapella,Karmin
LoveHate Thing,Wale Featuring Sam Dew
Ready,Fabolous Featuring Chris Brown
Show Out,Juicy J Featuring Big Sean & Young Jeezy
Changed,Rascal Flatts
One Way Or Another (Teenage Kicks),One Direction
Hello,Karmin
Settle Down,No Doubt
4 AM,Melanie Fiona
Do It Like You,Diggy Featuring Jeremih
Round Of Applause,Waka Flocka Flame Featuring Drake
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez
Cost Of Livin',Ronnie Dunn
Somewhere Else,Toby Keith
Judas,Lady Gaga
Wildflower,The JaneDear Girls
Do The John Wall,Troop 41
A Year Without Rain,Selena Gomez & The Scene
Champagne Life,Ne-Yo
Lay Me Down,The Dirty Heads Featuring Rome
Not Myself Tonight,Christina Aguilera
Who Says,John Mayer
Regret,LeToya Featuring Ludacris
LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em
Funny The Way It Is,Dave Matthews Band
Crazier,Taylor Swift
Candle (Sick And Tired),The White Tie Affair
Shuttin' Detroit Down,John Rich
Ride,Martina McBride
"Lions, Tigers & Bears",Jazmine Sullivan
More Like Her,Miranda Lambert
La La Land,Demi Lovato
I'll Walk,Bucky Covington
Angel,Natasha Bedingfield
Corona And Lime,Shwayze
I'll Be Lovin' U Long Time,Mariah Carey
There's Nothin,Sean Kingston Featuring Elan & Juelz Santana
It's Good To Be Us,Bucky Covington
Like Whoa,Aly & AJ
He Said She Said,Ashley Tisdale
Famous In A Small Town,Miranda Lambert
What Time Is It,High School Musical 2 Cast
Tough,Craig Morgan
From Yesterday,30 Seconds To Mars
Lost One,Jay-Z Featuring Chrisette Michele
If We Were A Movie,Hannah Montana
Tu Amor,RBD
Do I Make You Proud,Taylor Hicks
The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco
Always On Your Side,Sheryl Crow & Sting
Betcha Can't Do It Like Me,D4L
Crash,Gwen Stefani
Can I Have It Like That,Pharrell Featuring Gwen Stefani
Only,Nine Inch Nails
I'm Feeling You,Santana Featuring Michelle Branch & The Wreckers
If You Were Mine,Marcos Hernandez
Energy,Natalie Featuring Baby Bash
ASAP,T.I.
MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent
Hold You Down,Jennifer Lopez Featuring Fat Joe
God's Will,Martina McBride
I Just Wanna Live,Good Charlotte
How Far,Martina McBride
Passenger Seat,SHeDAISY
Time's Up!,Jadakiss Featuring Nate Dogg
Last One Standing,Emerson Drive
Solitaire,Clay Aiken
Badaboom,B2K Featuring Fabolous
"Roc Ya Body ""Mic Check 1,2""",M.V.P. (Most Valuable Playas) Featuring Stagga Lee
Waiting For You,Seal
If I Can't,50 Cent
Crazy,Javier
Where The Hood At?,DMX
What The World Needs,Wynonna
Tal Vez,Ricky Martin
God Bless The U.S.A.,American Idol Finalists
Straight Out Of Line,Godsmack
American Life,Madonna
All I Need,Fat Joe Featuring Tony Sunshine & Armageddon
Come Into My World,Kylie Minogue
Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock
I Am Mine,Pearl Jam
Braid My Hair,Mario
Out Of My Heart (Into Your Head),BBMak
Guess Who's Back,Scarface Featuring Jay-Z & Beanie Sigel
Take You Home With Me a.k.a. Body,R. Kelly & Jay-Z
Wrong Impression,Natalie Imbruglia
Girl Next Door,Musiq Soulchild Featuring Ayana
Guilty Until Proven Innocent,Jay-Z Featuring R. Kelly
Request Line,The Black Eyed Peas Featuring Macy Gray
Mamacita,Public Announcement
As We Lay,Kelly Price
Another Nine Minutes,Yankee Grey
No Mercy,Ty Herndon
Mr. Too Damn Good,Gerald Levert
Anything,JAY-Z
Stay Or Let It Go,Brian McKnight
Put Your Hand In Mine,Tracy Byrd
Rollercoaster,B*Witched
Hate Me Now,Nas Featuring Puff Daddy
Get Involved,Raphael Saadiq & Q-Tip
Everytime I Cry,Terri Clark
Love Ain't Like That,Faith Hill
Keepin' Up,Alabama
How Do I Deal,Jennifer Love Hewitt
Are You That Somebody?,Aaliyah
Fire Escape,Fastball
Everything's Gonna Be Alright,Sweetbox
Music Sounds Better With You,Stardust
No Fool No More,En Vogue
Cheated (To All The Girls),Wyclef Jean Featuring Queen Pen & The Product
Tic Tic Tac,Fruit De La Passion
Tha Hop,Kinsu
Alright,Jamiroquai
I'm Not A Fool,Immature
We Can Get Down,Myron
Last Night On Earth,U2
Summertime Summertime,Corina
Just Another Case,CRU Featuring Slick Rick
In My Arms,Erasure
Sho Nuff,Tela Featuring Eightball & MJG
King Nothing,Metallica
Leavin',The Tony Rich Project
Just The Way (Playas Play),Alfonzo Hunter
Like I Do,For Real
"So Many Ways (From ""High School High"")",The Braxtons
As Long As It Matters,Gin Blossoms
Just Because I Love You,Lina Santiago
In The Hood,Donell Jones
For The Love Of You,Jordan Hill
Scary Kisses,Voice Of The Beehive
Love Don't Live Here Anymore,Madonna
High And Dry,Radiohead
Stairway To Heaven,Pure Soul
Envy/Firewater,Fat Joe
Leflaur Leflah Eshkushka,Heltah Skeltah And O.G.C. As The Fab 5
Forever Tonight,Peter Cetera & Crystal Bernard
Downtown Venus,P.M. Dawn
Sittin' On Chrome,Masta Ace Incorporated
Mind Blowin',Smooth
It's Good To Be King,Tom Petty
How Did I Get By Without You?,John Waite
Age Ain't Nothing But A Number,Aaliyah
"Sympathy For The Devil (""Interview With The Vampire"")",Guns N' Roses
Good Times,Edie Brickell
Sleeping In My Car,Roxette
"(Meet) The Flintstones (From ""The Flintstones"")",The B.C. 52's
Night In My Veins,Pretenders
It Ain't Hard To Tell,Nas
"The Right Time (From ""Four Weddings And A Funeral"")",I To I
"Lullabye (Goodnight, My Angel)",Billy Joel
Sweet Lullaby,Deep Forest
Delicate,Terence Trent D'Arby
"Streiht Up Menace (From ""Menace II Society"")",MC Eiht
That's What Little Girls Are Made Of,Raven-Symone
Wide River,The Steve Miller Band
Walking In My Shoes,Depeche Mode
Easy,Faith No More
Speed,Alpha Team
Feels Like Heaven,Peter Cetera (Duet With Chaka Khan)
Sleeping With You,Firehouse
This Could Be The One,Bad Company
Pleasure,The Soup Dragons
Groovin' In The Midnight,Maxi Priest
Johnny Have You Seen Her?,The Rembrandts
How Do You Do!,Roxette
"I Wanna Make Love To You (From ""Innocent Blood"")",Rhythm Syndicate
"Yeah, Yeah, Yeah!",Voices
Thank You,The Cover Girls
Real Love,Slaughter
Get With U,Lidell Townsell & M.T.F.
Nobody Wins In This War,Mitch Malloy
Strobelite Honey,Black Sheep
The Way I Feel,Tag
Forever In Your Eyes,Mint Condition
All You've Got,RTZ
Do Not Pass Me By,M.C. Hammer
Caribbean Blue,Enya
Don't Lose The Magic,Shawn Christopher
How I Could Just Kill A Man/The Phuncky Feel One,Cypress Hill
Love Crazy,Atlantic Starr
Just Another Girlfriend,Hi-Five
Stand By My Woman,Lenny Kravitz
Heaven In The Back Seat,Eddie Money
Never Stop,The Brand New Heavies Featuring N'Dea Davenport
Sometimes (It's A Bitch),Stevie Nicks
Why Can't You Come Home,Ex-Girlfriend
Everyotherday,Or-N-More (Featuring Father M.C.)
She's Gone (Lady),Steelheart
Silver Thunderbird,Marc Cohn
Break Up To Make Up,Cynthia
What A Price To Pay,Michael Damian
I Don't Want To Lose Your Love,B Angie B
"New Jack Hustler (Nino's Theme) (From ""New Jack City"")",Ice-T
One In A Million,Trixter
Call It Rock N' Roll,Great White
Baby's Coming Back,Jellyfish
Rescue Me,Madonna
Secret,Heart
When Will I See You Smile Again?,Bell Biv DeVoe
Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare
So Hard,Pet Shop Boys
Let's Try It Again,New Kids On The Block
Won't Talk About It,Beats International
Empty Beach,Tricia Leigh Fisher
I Won't Give Up On You,TKA
Let Me Be Your Lover,The U-Krew
Bounce Back,Alisha
"The Downeaster ""Alexa""",Billy Joel
This & That,Michael Penn
Pictures Of You,The Cure
A Face In The Crowd,Tom Petty
You're The Voice,John Farnham
Heart,Neneh Cherry
Serious Kinda Girl,Christopher Max
Lullaby,The Cure
I Didn't Mean To Stay All Night,Starship
Congratulations,Vesta
Puss N' Boots/These Boots (Are Made For Walkin'),Kon Kan
Stand Up,Underworld
Lay All Your Love On Me,Information Society
When The Radio Is On,Paul Shaffer
Oh Daddy,Adrian Belew
Jackie Brown,John Mellencamp
"It Isn't, It Wasn't, It Ain't Never Gonna Be",Aretha Franklin/Whitney Houston
Come Home With Me Baby,Dead Or Alive
Tell Me I'm Not Dreaming,Robert Palmer
Shake It Up,Bad Company
Tell Her,Kenny Loggins
Got It Made,"Crosby, Stills, Nash & Young"
Into You,Giant Steps
Tears Run Rings,Marc Almond
Give Me The Keys (And I'll Drive You Crazy),Huey Lewis & The News
"Wild Again (From ""Cocktail"")",Starship
Anchorage,Michelle Shocked
Best Of Times,Peter Cetera
Rock & Roll Strategy,Thirty Eight Special
Put This Love To The Test,Jon Astley
I Can't Wait,Deniece Williams
What's The Matter Here?,"10,000 Maniacs"
Always There For You,Stryper
Hole In My Heart (All The Way To China),Cyndi Lauper
Wishing I Was Lucky,Wet Wet Wet
Darlin' Danielle Don't,Henry Lee Summer
Rooty Toot Toot,John Mellencamp
Like The Weather,"10,000 Maniacs"
Love Struck,Jesse Johnson
Stand Up,David Lee Roth
Underneath The Radar,Underworld
Like A Child,Noel
Don't Make A Fool Of Yourself,Stacey Q
Thinking Of You,"Earth, Wind & Fire"
Don't Look Any Further,The Kane Gang
How Can I Forget You,Elisa Fiorillo
Rain In The Summertime,The Alarm
Burning Like A Flame,Dokken
You're All I Need,Motley Crue
Don't Tell Me The Time,Martha Davis
If You Let Me Stay,Terence Trent D'Arby
Learning To Fly,Pink Floyd
Satellite,Hooters
Follow You,Glen Burtnick
Heartache,Pepsi & Shirlie
World Where You Live,Crowded House
Watching Over You,Glenn Medeiros
Say You Really Want Me,Kim Wilde
That's Freedom,Tom Kimmel
Back And Forth,Cameo
The Secret Of My Success,Night Ranger
Kiss You (When It's Dangerous),Eight Seconds
Fire,Bruce Springsteen
Someone Like You,Daryl Hall
Deep River Woman,Lionel Richie
True To You,Ric Ocasek
Heartache All Over The World,Elton John
Where Did Your Heart Go?,Wham!
Love Comes Quickly,Pet Shop Boys
Lonely Is The Night,Air Supply
Ruthless People,Mick Jagger
Victory Line,Limited Warranty
Touch And Go,"Emerson, Lake & Powell"
Voice Of America's Sons,John Cafferty & The Beaver Brown Band
The Best Of Me,David Foster And Olivia Newton-John
Feel The Heat,Jean Beauvoir
Hands Across America,Voices Of America
Is That It?,Katrina And The Waves
Working Class Man,Jimmy Barnes
All The Kings Horses,The Firm
Le Bel Age (The Best Years),Pat Benatar
The Men All Pause,Klymaxx
Lying,Peter Frampton
Kayleigh,Marillion
Down On Love,Foreigner
I Want My Girl,Jesse Johnson's Revue
Like A Surgeon,"""Weird Al"" Yankovic"
Willie & The Hand Jive,George Thorogood & The Destroyers
Frankie,Sister Sledge
Make It Better (Forget About Me),Tom Petty And The Heartbreakers
Reaction To Action,Foreigner
The Lady Of My Heart,Jack Wagner
Only Lonely,Bon Jovi
Welcome To The Pleasure Dome,Frankie Goes To Hollywood
Can't Stop,Rick James
Lonely In Love,Giuffria
Playing To Win,Little River Band
Restless Heart,John Waite
Crazy,Kenny Rogers
Gotta Get You Home Tonight,Eugene Wilde
Eye On You,Billy Squier
The Wild Life,Bananarama
Turn Around,Neil Diamond
Stranger,Stephen Stills
Happy Ending,Joe Jackson
Simple,Johnny Mathis
Bringin' On The Heartbreak,Def Leppard
So You Ran,Orion The Hunter
Freakshow On The Dance Floor,Bar-Kays
Heart Don't Lie,LaToya Jackson
I Want To Break Free,Queen
Sail Away,The Temptations
Hunters Of The Night,Mr. Mister
No Parking (On The Dance Floor),Midnight Star
Encore,Cheryl Lynn
Vitamin L,B.E. Taylor Group
Body Talk,The Deele
You Make My Heart Beat Faster,Kim Carnes
Electric Kingdom,Twilight 22
Rappin' Rodney,Rodney Dangerfield
This Must Be The Place (Naive Melody),Talking Heads
State Of The Union,Industry
Unconditional Love,Donna Summer
Freak-A-Zoid,Midnight Star
Rainbow's End,Sergio Mendes
Get It Right,Aretha Franklin
Solsbury Hill,Peter Gabriel
Who's Behind The Door?,Zebra
Ewok Celebration,Meco
Space Age Whiz Kids,Joe Walsh
Ricky,"""Weird Al"" Yankovic"
You Can't Run From Love,Eddie Rabbitt
Front Page Story,Neil Diamond
Wind Him Up,Saga
Never Give Up,Sammy Hagar
Outstanding,The Gap Band
Desperate But Not Serious,Adam Ant
You Are In My System,The System
Only You,Yaz
The Blues,Randy Newman & Paul Simon
Windows,Missing Persons
What If (I Said I Love You),Unipop
Funny How Time Slips Away,The Spinners
Nowhere To Run,Santana
Forever Mine,The Motels
Stand Or Fall,The Fixx
Cool Magic,The Steve Miller Band
Tug Of War,Paul McCartney
Right Here And Now,Bill Medley
So Much In Love,Timothy B. Schmit
Situation,Yaz
Night Shift,Quarterflash
Your Daddy Don't Know,Toronto
Sara,Bill Champlin
Enough Is Enough,April Wine
Landslide,Olivia Newton-John
What Do All The People Know,The Monroes
Right Kind Of Love,Quarterflash
Dreamin',John Schneider
Standing On The Top-Part 1,The Temptations Featuring Rick James
The Visitors,ABBA
Secret Journey,The Police
Baby Step Back,Gordon Lightfoot
Finally,T.G. Sheppard
If I Could Get You (into my Life),Gene Cotton
Don't Stop Me Baby (I'm On Fire),The Boys Band
Sleepwalk,Larry Carlton
Summer Nights,Survivor
Only One You,T.G. Sheppard
Tonight Tonight,Bill Champlin
It's My Party,Dave Stewart and Barbara Gaskin
Feel Like A Number,Bob Seger & The Silver Bullet Band
Better Things,The Kinks
I'm Just Too Shy,Jermaine Jackson
He's A Liar,Bee Gees
(Want You) Back In My Life Again,Carpenters
All I Have To Do Is Dream,Andy Gibb & Victoria Principal
Falling In Love Again,Michael Stanley Band
The Sun Ain't Gonna Shine Anymore,Nielsen/Pearson
Dedicated To The One I Love,Bernadette Peters
The Sensitive Kind,Santana
Nothing Ever Goes As Planned,Styx
Suzi,Randy VanWarmer
Sign Of The Gypsy Queen,April Wine
Almost Saturday Night,Dave Edmunds
"Mercy, Mercy, Mercy",Phoebe Snow
Make That Move,Shalamar
Me (Without You),Andy Gibb
Memories,Tierra
Burn Rubber (Why You Wanna Hurt Me),The Gap Band
Hold On,Badfinger
It's My Job,Jimmy Buffett
Bon Bon Vie (Gimme The Good Life),T.S. Monk
Proud,The Joe Chemay Band
Yesterday Once More/Nothing Remains The Same,The Spinners
Fantastic Voyage,Lakeside
Fly Away,Peter Allen
United Together,Aretha Franklin
Breakfast In America,Supertramp
Trickle Trickle,The Manhattan Transfer
Cry Like A Baby,Kim Carnes
Angeline,The Allman Brothers Band
Turn It On Again,Genesis
My Guy/My Girl,Amii Stewart & Johnny Bristol
Good Morning Girl/stay Awhile,Journey
First...Be A Woman,Lenore O'malley
The Royal Mile (Sweet Darlin'),Gerry Rafferty
That Lovin' You Feelin' Again,Roy Orbison & Emmylou Harris
My Mistake,The Kingbees
Beyond,Herb Alpert
Let's Go 'round Again,Average White Band
On The Rebound,Russ Ballard
It's For You,Player
The Blue Side,Crystal Gayle
Angel Say No,Tommy Tutone
Back Together Again,Roberta Flack With Donny Hathaway
Rock Lobster,The B-52s
Lucky Me,Anne Murray
When The Feeling Comes Around,Jennifer Warnes
Let Me Be,Korona
Don't Cry For Me Argentina,Festival
The Spirit Of Radio,Rush
What I Like About You,The Romantics
Where Does The Lovin' Go,David Gates
Baby Talks Dirty,The Knack
Us And Love (We Go Together),Kenny Nolan
Goodnight My Love,Mike Pinera
Holdin' On For Dear Love,Lobo
Stargazer,Peter Brown
Since You Been Gone,Rainbow
Confusion,Electric Light Orchestra
You Stepped Into My Life,Wayne Newton
Reason To Be,Kansas
I've Never Been In Love,Suzi Quatro
Get A Move On,Eddie Money
Groove Me,Fern Kinney
Ghost Dancer,Addrisi Brothers
Got To Give In To Love,Bonnie Boyer
Best Beat In Town,Switch
You've Got Another Thing Coming,Hotel
Last Of The Singing Cowboys,The Marshall Tucker Band
We've Got Love,Peaches & Herb
Since I Don't Have You,Art Garfunkel
If You Can't Give Me Love,Suzi Quatro
Feel The Need,Leif Garrett
Dancin' Fool,Frank Zappa
One Chain (Don't Make No Prison),Santana
Diamonds,Chris Rea
Just The Same Way,Journey
Heart To Heart,Errol Sober
I Need Your Help Barry Manilow,Ray Stevens
Here Comes The Night,The Beach Boys
Rubber Biscuit,Blues Brothers
Elena,The Marc Tanner Band
Now That We Found Love,Third World
Just One Look,Linda Ronstadt
"Pops, We Love You (A Tribute To Father)","Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder"
I Go To Rio,Pablo Cruise
Sing For The Day,Styx
Who Do Ya Love,KC And The Sunshine Band
Radioactive,Gene Simmons
Easy Driver,Kenny Loggins
You've Really Got A Hold On Me,Eddie Money
Well All Right,Santana
Here Comes The Night,Nick Gilder
Fun Time,Joe Cocker
Greased Lightnin',John Travolta
You Should Do It,Peter Brown With Betty Wright
New York City,Zwol
London Town,Wings
If My Friends Could See Me Now,Linda Clifford
You,The McCrarys
Badlands,Bruce Springsteen
Raise A Little Hell,Trooper
Steppin' In A Slide Zone,The Moody Blues
You're All I Need To Get By,Johnny Mathis & Deniece Williams
Flyin',Prism
Surrender,Cheap Trick
He's So Fine,Kristy And Jimmy McNichol
Never Let Her Slip Away,Andrew Gold
Daylight And Darkness,Smokey Robinson
I Don't Wanna Go,Joey Travolta
